sample_id,split,landslide_px,asc_pre_bad_pct,asc_pre_c0,asc_pre_c1,asc_pre_c2,asc_pre_c3,desc_pre_bad_pct,desc_pre_c0,desc_pre_c1,desc_pre_c2,desc_pre_c3,asc_post_bad_pct,asc_post_c0,asc_post_c1,asc_post_c2,asc_post_c3,desc_post_bad_pct,desc_post_c0,desc_post_c1,desc_post_c2,desc_post_c3,asc_pre_src,desc_pre_src,asc_post_src,desc_post_src,opt_pre_src,opt_post_src,ann_src
784,train,1844,15.851,13787,2559,38,0,12.744,14296,1924,164,0,15.851,13787,2559,38,0,12.744,14296,1924,164,0,Pre_event/S1_ASC_20210805/784.tif,Pre_event/S1_DESC_20210803/784.tif,Post_event/S1_ASC_20210817/784.tif,Post_event/S1_DESC_20210815/784.tif,Pre_event/S2_20210804/784.tif,Post_event/S2_20210814/784.tif,Annotations/784.tif
785,train,2205,28.986,11635,4286,184,279,37.128,10301,6021,62,0,28.986,11635,4286,184,279,37.128,10301,6021,62,0,Pre_event/S1_ASC_20210805/785.tif,Pre_event/S1_DESC_20210803/785.tif,Post_event/S1_ASC_20210817/785.tif,Post_event/S1_DESC_20210815/785.tif,Pre_event/S2_20210804/785.tif,Post_event/S2_20210814/785.tif,Annotations/785.tif
786,train,5004,21.259,12901,3055,149,279,29.449,11559,4730,95,0,21.259,12901,3055,149,279,29.449,11559,4730,95,0,Pre_event/S1_ASC_20210805/786.tif,Pre_event/S1_DESC_20210803/786.tif,Post_event/S1_ASC_20210817/786.tif,Post_event/S1_DESC_20210815/786.tif,Pre_event/S2_20210804/786.tif,Post_event/S2_20210814/786.tif,Annotations/786.tif
787,train,6166,5.286,15518,838,16,12,5.414,15497,779,97,11,5.286,15518,838,16,12,5.414,15497,779,97,11,Pre_event/S1_ASC_20210805/787.tif,Pre_event/S1_DESC_20210803/787.tif,Post_event/S1_ASC_20210817/787.tif,Post_event/S1_DESC_20210815/787.tif,Pre_event/S2_20210804/787.tif,Post_event/S2_20210814/787.tif,Annotations/787.tif
788,train,2872,1.855,16080,276,16,12,2.71,15940,369,64,11,1.855,16080,276,16,12,2.71,15940,369,64,11,Pre_event/S1_ASC_20210805/788.tif,Pre_event/S1_DESC_20210803/788.tif,Post_event/S1_ASC_20210817/788.tif,Post_event/S1_DESC_20210815/788.tif,Pre_event/S2_20210804/788.tif,Post_event/S2_20210814/788.tif,Annotations/788.tif
789,train,701,7.178,15208,1176,0,0,2.13,16035,326,23,0,7.178,15208,1176,0,0,2.13,16035,326,23,0,Pre_event/S1_ASC_20210805/789.tif,Pre_event/S1_DESC_20210803/789.tif,Post_event/S1_ASC_20210817/789.tif,Post_event/S1_DESC_20210815/789.tif,Pre_event/S2_20210804/789.tif,Post_event/S2_20210814/789.tif,Annotations/789.tif
790,train,2936,17.841,13461,2923,0,0,2.325,16003,349,32,0,17.841,13461,2923,0,0,2.325,16003,349,32,0,Pre_event/S1_ASC_20210805/790.tif,Pre_event/S1_DESC_20210803/790.tif,Post_event/S1_ASC_20210817/790.tif,Post_event/S1_DESC_20210815/790.tif,Pre_event/S2_20210804/790.tif,Post_event/S2_20210814/790.tif,Annotations/790.tif
791,train,3927,22.699,12665,3719,0,0,5.2,15532,735,117,0,22.699,12665,3719,0,0,5.2,15532,735,117,0,Pre_event/S1_ASC_20210805/791.tif,Pre_event/S1_DESC_20210803/791.tif,Post_event/S1_ASC_20210817/791.tif,Post_event/S1_DESC_20210815/791.tif,Pre_event/S2_20210804/791.tif,Post_event/S2_20210814/791.tif,Annotations/791.tif
792,train,1947,13.867,14112,2272,0,0,5.06,15555,709,120,0,13.867,14112,2272,0,0,5.06,15555,709,120,0,Pre_event/S1_ASC_20210805/792.tif,Pre_event/S1_DESC_20210803/792.tif,Post_event/S1_ASC_20210817/792.tif,Post_event/S1_DESC_20210815/792.tif,Pre_event/S2_20210804/792.tif,Post_event/S2_20210814/792.tif,Annotations/792.tif
793,train,501,2.081,16043,341,0,0,0.36,16325,47,12,0,2.081,16043,341,0,0,0.36,16325,47,12,0,Pre_event/S1_ASC_20210805/793.tif,Pre_event/S1_DESC_20210803/793.tif,Post_event/S1_ASC_20210817/793.tif,Post_event/S1_DESC_20210815/793.tif,Pre_event/S2_20210804/793.tif,Post_event/S2_20210814/793.tif,Annotations/793.tif
794,train,146,6.696,15287,1097,0,0,0.0,16384,0,0,0,6.696,15287,1097,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/794.tif,Pre_event/S1_DESC_20210803/794.tif,Post_event/S1_ASC_20210817/794.tif,Post_event/S1_DESC_20210815/794.tif,Pre_event/S2_20210804/794.tif,Post_event/S2_20210814/794.tif,Annotations/794.tif
795,val,291,18.311,13384,3000,0,0,0.0,16384,0,0,0,18.311,13384,3000,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/795.tif,Pre_event/S1_DESC_20210803/795.tif,Post_event/S1_ASC_20210817/795.tif,Post_event/S1_DESC_20210815/795.tif,Pre_event/S2_20210804/795.tif,Post_event/S2_20210814/795.tif,Annotations/795.tif
796,train,165,20.514,13023,3361,0,0,0.0,16384,0,0,0,20.514,13023,3361,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/796.tif,Pre_event/S1_DESC_20210803/796.tif,Post_event/S1_ASC_20210817/796.tif,Post_event/S1_DESC_20210815/796.tif,Pre_event/S2_20210804/796.tif,Post_event/S2_20210814/796.tif,Annotations/796.tif
797,val,501,4.877,15585,783,13,3,3.009,15891,477,16,0,4.877,15585,783,13,3,3.009,15891,477,16,0,Pre_event/S1_ASC_20210805/797.tif,Pre_event/S1_DESC_20210803/797.tif,Post_event/S1_ASC_20210817/797.tif,Post_event/S1_DESC_20210815/797.tif,Pre_event/S2_20210804/797.tif,Post_event/S2_20210814/797.tif,Annotations/797.tif
798,val,724,4.474,15651,717,13,3,7.831,15101,1267,16,0,4.474,15651,717,13,3,7.831,15101,1267,16,0,Pre_event/S1_ASC_20210805/798.tif,Pre_event/S1_DESC_20210803/798.tif,Post_event/S1_ASC_20210817/798.tif,Post_event/S1_DESC_20210815/798.tif,Pre_event/S2_20210804/798.tif,Post_event/S2_20210814/798.tif,Annotations/798.tif
799,train,224,1.233,16182,202,0,0,7.08,15224,1160,0,0,1.233,16182,202,0,0,7.08,15224,1160,0,0,Pre_event/S1_ASC_20210805/799.tif,Pre_event/S1_DESC_20210803/799.tif,Post_event/S1_ASC_20210817/799.tif,Post_event/S1_DESC_20210815/799.tif,Pre_event/S2_20210804/799.tif,Post_event/S2_20210814/799.tif,Annotations/799.tif
800,train,452,7.336,15182,1202,0,0,2.441,15984,378,22,0,7.336,15182,1202,0,0,2.441,15984,378,22,0,Pre_event/S1_ASC_20210805/800.tif,Pre_event/S1_DESC_20210803/800.tif,Post_event/S1_ASC_20210817/800.tif,Post_event/S1_DESC_20210815/800.tif,Pre_event/S2_20210804/800.tif,Post_event/S2_20210814/800.tif,Annotations/800.tif
801,train,780,12.744,14296,2088,0,0,0.311,16333,22,29,0,12.744,14296,2088,0,0,0.311,16333,22,29,0,Pre_event/S1_ASC_20210805/801.tif,Pre_event/S1_DESC_20210803/801.tif,Post_event/S1_ASC_20210817/801.tif,Post_event/S1_DESC_20210815/801.tif,Pre_event/S2_20210804/801.tif,Post_event/S2_20210814/801.tif,Annotations/801.tif
802,train,538,22.052,12771,3613,0,0,0.836,16247,130,7,0,22.052,12771,3613,0,0,0.836,16247,130,7,0,Pre_event/S1_ASC_20210805/802.tif,Pre_event/S1_DESC_20210803/802.tif,Post_event/S1_ASC_20210817/802.tif,Post_event/S1_DESC_20210815/802.tif,Pre_event/S2_20210804/802.tif,Post_event/S2_20210814/802.tif,Annotations/802.tif
803,train,1125,23.755,12492,3892,0,0,2.167,16029,355,0,0,23.755,12492,3892,0,0,2.167,16029,355,0,0,Pre_event/S1_ASC_20210805/803.tif,Pre_event/S1_DESC_20210803/803.tif,Post_event/S1_ASC_20210817/803.tif,Post_event/S1_DESC_20210815/803.tif,Pre_event/S2_20210804/803.tif,Post_event/S2_20210814/803.tif,Annotations/803.tif
804,train,3867,23.383,12553,3803,28,0,15.021,13923,2130,331,0,23.383,12553,3803,28,0,15.021,13923,2130,331,0,Pre_event/S1_ASC_20210805/804.tif,Pre_event/S1_DESC_20210803/804.tif,Post_event/S1_ASC_20210817/804.tif,Post_event/S1_DESC_20210815/804.tif,Pre_event/S2_20210804/804.tif,Post_event/S2_20210814/804.tif,Annotations/804.tif
805,train,5351,26.086,12110,4246,28,0,17.993,13436,2341,607,0,26.086,12110,4246,28,0,17.993,13436,2341,607,0,Pre_event/S1_ASC_20210805/805.tif,Pre_event/S1_DESC_20210803/805.tif,Post_event/S1_ASC_20210817/805.tif,Post_event/S1_DESC_20210815/805.tif,Pre_event/S2_20210804/805.tif,Post_event/S2_20210814/805.tif,Annotations/805.tif
806,test,3552,15.192,13895,2435,54,0,13.208,14220,1690,474,0,15.192,13895,2435,54,0,13.208,14220,1690,474,0,Pre_event/S1_ASC_20210805/806.tif,Pre_event/S1_DESC_20210803/806.tif,Post_event/S1_ASC_20210817/806.tif,Post_event/S1_DESC_20210815/806.tif,Pre_event/S2_20210804/806.tif,Post_event/S2_20210814/806.tif,Annotations/806.tif
807,train,2301,12.14,14395,1867,122,0,32.458,11066,5120,198,0,12.14,14395,1867,122,0,32.458,11066,5120,198,0,Pre_event/S1_ASC_20210805/807.tif,Pre_event/S1_DESC_20210803/807.tif,Post_event/S1_ASC_20210817/807.tif,Post_event/S1_DESC_20210815/807.tif,Pre_event/S2_20210804/807.tif,Post_event/S2_20210814/807.tif,Annotations/807.tif
808,train,2853,32.416,11073,4836,256,219,42.047,9495,6827,62,0,32.416,11073,4836,256,219,42.047,9495,6827,62,0,Pre_event/S1_ASC_20210805/808.tif,Pre_event/S1_DESC_20210803/808.tif,Post_event/S1_ASC_20210817/808.tif,Post_event/S1_DESC_20210815/808.tif,Pre_event/S2_20210804/808.tif,Post_event/S2_20210814/808.tif,Annotations/808.tif
809,train,4724,28.442,11724,4253,188,219,22.235,12741,3559,84,0,28.442,11724,4253,188,219,22.235,12741,3559,84,0,Pre_event/S1_ASC_20210805/809.tif,Pre_event/S1_DESC_20210803/809.tif,Post_event/S1_ASC_20210817/809.tif,Post_event/S1_DESC_20210815/809.tif,Pre_event/S2_20210804/809.tif,Post_event/S2_20210814/809.tif,Annotations/809.tif
810,val,6301,10.913,14596,1760,16,12,6.506,15318,927,128,11,10.913,14596,1760,16,12,6.506,15318,927,128,11,Pre_event/S1_ASC_20210805/810.tif,Pre_event/S1_DESC_20210803/810.tif,Post_event/S1_ASC_20210817/810.tif,Post_event/S1_DESC_20210815/810.tif,Pre_event/S2_20210804/810.tif,Post_event/S2_20210814/810.tif,Annotations/810.tif
811,train,4242,8.502,14991,1365,16,12,2.985,15895,365,113,11,8.502,14991,1365,16,12,2.985,15895,365,113,11,Pre_event/S1_ASC_20210805/811.tif,Pre_event/S1_DESC_20210803/811.tif,Post_event/S1_ASC_20210817/811.tif,Post_event/S1_DESC_20210815/811.tif,Pre_event/S2_20210804/811.tif,Post_event/S2_20210814/811.tif,Annotations/811.tif
812,train,1196,10.577,14651,1733,0,0,0.488,16304,50,30,0,10.577,14651,1733,0,0,0.488,16304,50,30,0,Pre_event/S1_ASC_20210805/812.tif,Pre_event/S1_DESC_20210803/812.tif,Post_event/S1_ASC_20210817/812.tif,Post_event/S1_DESC_20210815/812.tif,Pre_event/S2_20210804/812.tif,Post_event/S2_20210814/812.tif,Annotations/812.tif
813,train,2366,27.069,11949,4435,0,0,0.348,16327,0,57,0,27.069,11949,4435,0,0,0.348,16327,0,57,0,Pre_event/S1_ASC_20210805/813.tif,Pre_event/S1_DESC_20210803/813.tif,Post_event/S1_ASC_20210817/813.tif,Post_event/S1_DESC_20210815/813.tif,Pre_event/S2_20210804/813.tif,Post_event/S2_20210814/813.tif,Annotations/813.tif
814,train,4270,32.898,10994,5390,0,0,0.555,16293,0,91,0,32.898,10994,5390,0,0,0.555,16293,0,91,0,Pre_event/S1_ASC_20210805/814.tif,Pre_event/S1_DESC_20210803/814.tif,Post_event/S1_ASC_20210817/814.tif,Post_event/S1_DESC_20210815/814.tif,Pre_event/S2_20210804/814.tif,Post_event/S2_20210814/814.tif,Annotations/814.tif
815,train,2985,20.996,12944,3440,0,0,0.458,16309,0,75,0,20.996,12944,3440,0,0,0.458,16309,0,75,0,Pre_event/S1_ASC_20210805/815.tif,Pre_event/S1_DESC_20210803/815.tif,Post_event/S1_ASC_20210817/815.tif,Post_event/S1_DESC_20210815/815.tif,Pre_event/S2_20210804/815.tif,Post_event/S2_20210814/815.tif,Annotations/815.tif
816,test,987,8.954,14917,1467,0,0,0.635,16280,31,73,0,8.954,14917,1467,0,0,0.635,16280,31,73,0,Pre_event/S1_ASC_20210805/816.tif,Pre_event/S1_DESC_20210803/816.tif,Post_event/S1_ASC_20210817/816.tif,Post_event/S1_DESC_20210815/816.tif,Pre_event/S2_20210804/816.tif,Post_event/S2_20210814/816.tif,Annotations/816.tif
817,train,206,2.753,15933,451,0,0,0.525,16298,31,55,0,2.753,15933,451,0,0,0.525,16298,31,55,0,Pre_event/S1_ASC_20210805/817.tif,Pre_event/S1_DESC_20210803/817.tif,Post_event/S1_ASC_20210817/817.tif,Post_event/S1_DESC_20210815/817.tif,Pre_event/S2_20210804/817.tif,Post_event/S2_20210814/817.tif,Annotations/817.tif
818,train,589,4.993,15566,802,13,3,2.93,15904,464,16,0,4.993,15566,802,13,3,2.93,15904,464,16,0,Pre_event/S1_ASC_20210805/818.tif,Pre_event/S1_DESC_20210803/818.tif,Post_event/S1_ASC_20210817/818.tif,Post_event/S1_DESC_20210815/818.tif,Pre_event/S2_20210804/818.tif,Post_event/S2_20210814/818.tif,Annotations/818.tif
819,train,845,5.829,15429,939,13,3,8.691,14960,1400,24,0,5.829,15429,939,13,3,8.691,14960,1400,24,0,Pre_event/S1_ASC_20210805/819.tif,Pre_event/S1_DESC_20210803/819.tif,Post_event/S1_ASC_20210817/819.tif,Post_event/S1_DESC_20210815/819.tif,Pre_event/S2_20210804/819.tif,Post_event/S2_20210814/819.tif,Annotations/819.tif
820,val,257,8.496,14992,1392,0,0,8.173,15045,1228,111,0,8.496,14992,1392,0,0,8.173,15045,1228,111,0,Pre_event/S1_ASC_20210805/820.tif,Pre_event/S1_DESC_20210803/820.tif,Post_event/S1_ASC_20210817/820.tif,Post_event/S1_DESC_20210815/820.tif,Pre_event/S2_20210804/820.tif,Post_event/S2_20210814/820.tif,Annotations/820.tif
821,train,420,13.379,14192,2192,0,0,2.618,15955,304,125,0,13.379,14192,2192,0,0,2.618,15955,304,125,0,Pre_event/S1_ASC_20210805/821.tif,Pre_event/S1_DESC_20210803/821.tif,Post_event/S1_ASC_20210817/821.tif,Post_event/S1_DESC_20210815/821.tif,Pre_event/S2_20210804/821.tif,Post_event/S2_20210814/821.tif,Annotations/821.tif
822,train,605,10.461,14670,1714,0,0,0.25,16343,12,29,0,10.461,14670,1714,0,0,0.25,16343,12,29,0,Pre_event/S1_ASC_20210805/822.tif,Pre_event/S1_DESC_20210803/822.tif,Post_event/S1_ASC_20210817/822.tif,Post_event/S1_DESC_20210815/822.tif,Pre_event/S2_20210804/822.tif,Post_event/S2_20210814/822.tif,Annotations/822.tif
823,val,392,14.221,14054,2330,0,0,0.854,16244,116,24,0,14.221,14054,2330,0,0,0.854,16244,116,24,0,Pre_event/S1_ASC_20210805/823.tif,Pre_event/S1_DESC_20210803/823.tif,Post_event/S1_ASC_20210817/823.tif,Post_event/S1_DESC_20210815/823.tif,Pre_event/S2_20210804/823.tif,Post_event/S2_20210814/823.tif,Annotations/823.tif
824,train,2753,37.231,10284,6100,0,0,0.922,16233,125,26,0,37.231,10284,6100,0,0,0.922,16233,125,26,0,Pre_event/S1_ASC_20210805/824.tif,Pre_event/S1_DESC_20210803/824.tif,Post_event/S1_ASC_20210817/824.tif,Post_event/S1_DESC_20210815/824.tif,Pre_event/S2_20210804/824.tif,Post_event/S2_20210814/824.tif,Annotations/824.tif
825,val,5503,54.028,7532,8852,0,0,2.155,16031,14,339,0,54.028,7532,8852,0,0,2.155,16031,14,339,0,Pre_event/S1_ASC_20210805/825.tif,Pre_event/S1_DESC_20210803/825.tif,Post_event/S1_ASC_20210817/825.tif,Post_event/S1_DESC_20210815/825.tif,Pre_event/S2_20210804/825.tif,Post_event/S2_20210814/825.tif,Annotations/825.tif
826,train,5447,36.646,10380,6004,0,0,3.772,15766,5,613,0,36.646,10380,6004,0,0,3.772,15766,5,613,0,Pre_event/S1_ASC_20210805/826.tif,Pre_event/S1_DESC_20210803/826.tif,Post_event/S1_ASC_20210817/826.tif,Post_event/S1_DESC_20210815/826.tif,Pre_event/S2_20210804/826.tif,Post_event/S2_20210814/826.tif,Annotations/826.tif
827,train,3306,17.871,13456,2877,51,0,9.882,14765,1240,379,0,17.871,13456,2877,51,0,9.882,14765,1240,379,0,Pre_event/S1_ASC_20210805/827.tif,Pre_event/S1_DESC_20210803/827.tif,Post_event/S1_ASC_20210817/827.tif,Post_event/S1_DESC_20210815/827.tif,Pre_event/S2_20210804/827.tif,Post_event/S2_20210814/827.tif,Annotations/827.tif
828,train,2864,22.028,12775,3490,119,0,34.796,10683,5598,103,0,22.028,12775,3490,119,0,34.796,10683,5598,103,0,Pre_event/S1_ASC_20210805/828.tif,Pre_event/S1_DESC_20210803/828.tif,Post_event/S1_ASC_20210817/828.tif,Post_event/S1_DESC_20210815/828.tif,Pre_event/S2_20210804/828.tif,Post_event/S2_20210814/828.tif,Annotations/828.tif
829,train,4626,25.781,12160,4029,195,0,44.22,9139,7238,7,0,25.781,12160,4029,195,0,44.22,9139,7238,7,0,Pre_event/S1_ASC_20210805/829.tif,Pre_event/S1_DESC_20210803/829.tif,Post_event/S1_ASC_20210817/829.tif,Post_event/S1_DESC_20210815/829.tif,Pre_event/S2_20210804/829.tif,Post_event/S2_20210814/829.tif,Annotations/829.tif
830,train,5193,15.491,13846,2407,131,0,23.456,12541,3817,26,0,15.491,13846,2407,131,0,23.456,12541,3817,26,0,Pre_event/S1_ASC_20210805/830.tif,Pre_event/S1_DESC_20210803/830.tif,Post_event/S1_ASC_20210817/830.tif,Post_event/S1_DESC_20210815/830.tif,Pre_event/S2_20210804/830.tif,Post_event/S2_20210814/830.tif,Annotations/830.tif
831,train,5413,9.888,14764,1563,57,0,9.967,14751,1529,91,13,9.888,14764,1563,57,0,9.967,14751,1529,91,13,Pre_event/S1_ASC_20210805/831.tif,Pre_event/S1_DESC_20210803/831.tif,Post_event/S1_ASC_20210817/831.tif,Post_event/S1_DESC_20210815/831.tif,Pre_event/S2_20210804/831.tif,Post_event/S2_20210814/831.tif,Annotations/831.tif
832,test,4113,8.466,14997,1334,53,0,4.547,15639,660,72,13,8.466,14997,1334,53,0,4.547,15639,660,72,13,Pre_event/S1_ASC_20210805/832.tif,Pre_event/S1_DESC_20210803/832.tif,Post_event/S1_ASC_20210817/832.tif,Post_event/S1_DESC_20210815/832.tif,Pre_event/S2_20210804/832.tif,Post_event/S2_20210814/832.tif,Annotations/832.tif
833,train,1646,4.987,15567,817,0,0,0.72,16266,111,7,0,4.987,15567,817,0,0,0.72,16266,111,7,0,Pre_event/S1_ASC_20210805/833.tif,Pre_event/S1_DESC_20210803/833.tif,Post_event/S1_ASC_20210817/833.tif,Post_event/S1_DESC_20210815/833.tif,Pre_event/S2_20210804/833.tif,Post_event/S2_20210814/833.tif,Annotations/833.tif
834,val,1731,17.261,13556,2828,0,0,0.787,16255,104,25,0,17.261,13556,2828,0,0,0.787,16255,104,25,0,Pre_event/S1_ASC_20210805/834.tif,Pre_event/S1_DESC_20210803/834.tif,Post_event/S1_ASC_20210817/834.tif,Post_event/S1_DESC_20210815/834.tif,Pre_event/S2_20210804/834.tif,Post_event/S2_20210814/834.tif,Annotations/834.tif
835,train,3352,26.166,12097,4287,0,0,0.659,16276,61,47,0,26.166,12097,4287,0,0,0.659,16276,61,47,0,Pre_event/S1_ASC_20210805/835.tif,Pre_event/S1_DESC_20210803/835.tif,Post_event/S1_ASC_20210817/835.tif,Post_event/S1_DESC_20210815/835.tif,Pre_event/S2_20210804/835.tif,Post_event/S2_20210814/835.tif,Annotations/835.tif
836,train,2680,17.542,13510,2874,0,0,0.244,16344,0,40,0,17.542,13510,2874,0,0,0.244,16344,0,40,0,Pre_event/S1_ASC_20210805/836.tif,Pre_event/S1_DESC_20210803/836.tif,Post_event/S1_ASC_20210817/836.tif,Post_event/S1_DESC_20210815/836.tif,Pre_event/S2_20210804/836.tif,Post_event/S2_20210814/836.tif,Annotations/836.tif
837,val,903,8.698,14959,1425,0,0,0.635,16280,31,73,0,8.698,14959,1425,0,0,0.635,16280,31,73,0,Pre_event/S1_ASC_20210805/837.tif,Pre_event/S1_DESC_20210803/837.tif,Post_event/S1_ASC_20210817/837.tif,Post_event/S1_DESC_20210815/837.tif,Pre_event/S2_20210804/837.tif,Post_event/S2_20210814/837.tif,Annotations/837.tif
838,train,434,4.01,15727,657,0,0,0.867,16242,51,79,12,4.01,15727,657,0,0,0.867,16242,51,79,12,Pre_event/S1_ASC_20210805/838.tif,Pre_event/S1_DESC_20210803/838.tif,Post_event/S1_ASC_20210817/838.tif,Post_event/S1_DESC_20210815/838.tif,Pre_event/S2_20210804/838.tif,Post_event/S2_20210814/838.tif,Annotations/838.tif
839,train,398,2.258,16014,370,0,0,2.148,16032,311,29,12,2.258,16014,370,0,0,2.148,16032,311,29,12,Pre_event/S1_ASC_20210805/839.tif,Pre_event/S1_DESC_20210803/839.tif,Post_event/S1_ASC_20210817/839.tif,Post_event/S1_DESC_20210815/839.tif,Pre_event/S2_20210804/839.tif,Post_event/S2_20210814/839.tif,Annotations/839.tif
840,train,138,1.001,16220,164,0,0,1.807,16088,291,5,0,1.001,16220,164,0,0,1.807,16088,291,5,0,Pre_event/S1_ASC_20210805/840.tif,Pre_event/S1_DESC_20210803/840.tif,Post_event/S1_ASC_20210817/840.tif,Post_event/S1_DESC_20210815/840.tif,Pre_event/S2_20210804/840.tif,Post_event/S2_20210814/840.tif,Annotations/840.tif
841,val,148,0.262,16341,43,0,0,0.0,16384,0,0,0,0.262,16341,43,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/841.tif,Pre_event/S1_DESC_20210803/841.tif,Post_event/S1_ASC_20210817/841.tif,Post_event/S1_DESC_20210815/841.tif,Pre_event/S2_20210804/841.tif,Post_event/S2_20210814/841.tif,Annotations/841.tif
842,test,148,0.262,16341,43,0,0,0.0,16384,0,0,0,0.262,16341,43,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/842.tif,Pre_event/S1_DESC_20210803/842.tif,Post_event/S1_ASC_20210817/842.tif,Post_event/S1_DESC_20210815/842.tif,Pre_event/S2_20210804/842.tif,Post_event/S2_20210814/842.tif,Annotations/842.tif
843,test,115,1.379,16158,226,0,0,0.0,16384,0,0,0,1.379,16158,226,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/843.tif,Pre_event/S1_DESC_20210803/843.tif,Post_event/S1_ASC_20210817/843.tif,Post_event/S1_DESC_20210815/843.tif,Pre_event/S2_20210804/843.tif,Post_event/S2_20210814/843.tif,Annotations/843.tif
844,train,191,3.131,15871,513,0,0,1.135,16198,146,40,0,3.131,15871,513,0,0,1.135,16198,146,40,0,Pre_event/S1_ASC_20210805/844.tif,Pre_event/S1_DESC_20210803/844.tif,Post_event/S1_ASC_20210817/844.tif,Post_event/S1_DESC_20210815/844.tif,Pre_event/S2_20210804/844.tif,Post_event/S2_20210814/844.tif,Annotations/844.tif
845,train,179,8.514,14989,1395,0,0,0.104,16367,0,17,0,8.514,14989,1395,0,0,0.104,16367,0,17,0,Pre_event/S1_ASC_20210805/845.tif,Pre_event/S1_DESC_20210803/845.tif,Post_event/S1_ASC_20210817/845.tif,Post_event/S1_DESC_20210815/845.tif,Pre_event/S2_20210804/845.tif,Post_event/S2_20210814/845.tif,Annotations/845.tif
846,val,2539,31.006,11304,5080,0,0,0.385,16321,0,63,0,31.006,11304,5080,0,0,0.385,16321,0,63,0,Pre_event/S1_ASC_20210805/846.tif,Pre_event/S1_DESC_20210803/846.tif,Post_event/S1_ASC_20210817/846.tif,Post_event/S1_DESC_20210815/846.tif,Pre_event/S2_20210804/846.tif,Post_event/S2_20210814/846.tif,Annotations/846.tif
847,train,5120,49.921,8205,8179,0,0,1.062,16210,0,174,0,49.921,8205,8179,0,0,1.062,16210,0,174,0,Pre_event/S1_ASC_20210805/847.tif,Pre_event/S1_DESC_20210803/847.tif,Post_event/S1_ASC_20210817/847.tif,Post_event/S1_DESC_20210815/847.tif,Pre_event/S2_20210804/847.tif,Post_event/S2_20210814/847.tif,Annotations/847.tif
848,train,4381,29.535,11545,4839,0,0,0.928,16232,0,152,0,29.535,11545,4839,0,0,0.928,16232,0,152,0,Pre_event/S1_ASC_20210805/848.tif,Pre_event/S1_DESC_20210803/848.tif,Post_event/S1_ASC_20210817/848.tif,Post_event/S1_DESC_20210815/848.tif,Pre_event/S2_20210804/848.tif,Post_event/S2_20210814/848.tif,Annotations/848.tif
849,train,1837,9.088,14895,1489,0,0,0.769,16258,102,24,0,9.088,14895,1489,0,0,0.769,16258,102,24,0,Pre_event/S1_ASC_20210805/849.tif,Pre_event/S1_DESC_20210803/849.tif,Post_event/S1_ASC_20210817/849.tif,Post_event/S1_DESC_20210815/849.tif,Pre_event/S2_20210804/849.tif,Post_event/S2_20210814/849.tif,Annotations/849.tif
850,train,1442,19.696,13157,3227,0,0,9.174,14881,1496,7,0,19.696,13157,3227,0,0,9.174,14881,1496,7,0,Pre_event/S1_ASC_20210805/850.tif,Pre_event/S1_DESC_20210803/850.tif,Post_event/S1_ASC_20210817/850.tif,Post_event/S1_DESC_20210815/850.tif,Pre_event/S2_20210804/850.tif,Post_event/S2_20210814/850.tif,Annotations/850.tif
851,val,3489,18.5,13353,3031,0,0,20.184,13077,3300,7,0,18.5,13353,3031,0,0,20.184,13077,3300,7,0,Pre_event/S1_ASC_20210805/851.tif,Pre_event/S1_DESC_20210803/851.tif,Post_event/S1_ASC_20210817/851.tif,Post_event/S1_DESC_20210815/851.tif,Pre_event/S2_20210804/851.tif,Post_event/S2_20210814/851.tif,Annotations/851.tif
852,train,5101,15.338,13871,2508,5,0,16.156,13737,2313,334,0,15.338,13871,2508,5,0,16.156,13737,2313,334,0,Pre_event/S1_ASC_20210805/852.tif,Pre_event/S1_DESC_20210803/852.tif,Post_event/S1_ASC_20210817/852.tif,Post_event/S1_DESC_20210815/852.tif,Pre_event/S2_20210804/852.tif,Post_event/S2_20210814/852.tif,Annotations/852.tif
853,train,5456,22.644,12674,3600,110,0,9.93,14757,1052,549,26,22.644,12674,3600,110,0,9.93,14757,1052,549,26,Pre_event/S1_ASC_20210805/853.tif,Pre_event/S1_DESC_20210803/853.tif,Post_event/S1_ASC_20210817/853.tif,Post_event/S1_DESC_20210815/853.tif,Pre_event/S2_20210804/853.tif,Post_event/S2_20210814/853.tif,Annotations/853.tif
854,train,4036,24.31,12401,3878,105,0,6.091,15386,713,259,26,24.31,12401,3878,105,0,6.091,15386,713,259,26,Pre_event/S1_ASC_20210805/854.tif,Pre_event/S1_DESC_20210803/854.tif,Post_event/S1_ASC_20210817/854.tif,Post_event/S1_DESC_20210815/854.tif,Pre_event/S2_20210804/854.tif,Post_event/S2_20210814/854.tif,Annotations/854.tif
