sample_id,left,bottom,right,top,transform_a,transform_e,spatial_group_id,spatial_group_size,split,bbox_wgs84
735,-74.02463040409256,18.34350448256646,-74.01313196845582,18.35500291820319,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0246304041,18.3435044826,-74.0131319685,18.3550029182"
736,-74.02463040409256,18.337755264748097,-74.01313196845582,18.34925370038483,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0246304041,18.3377552647,-74.0131319685,18.3492537004"
737,-74.02463040409256,18.314758393474637,-74.01313196845582,18.32625682911137,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0246304041,18.3147583935,-74.0131319685,18.3262568291"
738,-74.02463040409256,18.30900917565627,-74.01313196845582,18.320507611293003,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0246304041,18.3090091757,-74.0131319685,18.3205076113"
739,-74.02463040409256,18.29751074001954,-74.01313196845582,18.30900917565627,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0246304041,18.2975107400,-74.0131319685,18.3090091757"
740,-74.02463040409256,18.291761522201178,-74.01313196845582,18.303259957837906,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0246304041,18.2917615222,-74.0131319685,18.3032599578"
741,-74.02463040409256,18.286012304382812,-74.01313196845582,18.297510740019543,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0246304041,18.2860123044,-74.0131319685,18.2975107400"
742,-74.02463040409256,18.280263086564446,-74.01313196845582,18.291761522201178,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0246304041,18.2802630866,-74.0131319685,18.2917615222"
743,-74.02463040409256,18.268764650927718,-74.01313196845582,18.280263086564446,8.98315284120114e-05,-8.983152841192748e-05,14,8,test,"-74.0246304041,18.2687646509,-74.0131319685,18.2802630866"
744,-74.02463040409256,18.263015433109352,-74.01313196845582,18.274513868746084,8.98315284120114e-05,-8.983152841195546e-05,14,8,test,"-74.0246304041,18.2630154331,-74.0131319685,18.2745138687"
745,-74.02463040409256,18.257266215290986,-74.01313196845582,18.268764650927718,8.98315284120114e-05,-8.983152841195546e-05,14,8,test,"-74.0246304041,18.2572662153,-74.0131319685,18.2687646509"
746,-74.02463040409256,18.25151699747262,-74.01313196845582,18.263015433109352,8.98315284120114e-05,-8.983152841195546e-05,14,8,test,"-74.0246304041,18.2515169975,-74.0131319685,18.2630154331"
747,-74.0188811862742,18.561974759664327,-74.00738275063746,18.57347319530106,8.98315284120114e-05,-8.983152841195546e-05,15,4,val,"-74.0188811863,18.5619747597,-74.0073827506,18.5734731953"
748,-74.0188811862742,18.556225541845965,-74.00738275063746,18.567723977482693,8.98315284120114e-05,-8.983152841192748e-05,15,4,val,"-74.0188811863,18.5562255418,-74.0073827506,18.5677239775"
749,-74.0188811862742,18.544727106209233,-74.00738275063746,18.556225541845965,8.98315284120114e-05,-8.983152841195546e-05,13,4,test,"-74.0188811863,18.5447271062,-74.0073827506,18.5562255418"
750,-74.0188811862742,18.538977888390868,-74.00738275063746,18.5504763240276,8.98315284120114e-05,-8.983152841195546e-05,13,4,test,"-74.0188811863,18.5389778884,-74.0073827506,18.5504763240"
751,-74.0188811862742,18.41249509638684,-74.00738275063746,18.42399353202357,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0188811863,18.4124950964,-74.0073827506,18.4239935320"
752,-74.0188811862742,18.406745878568476,-74.00738275063746,18.418244314205207,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.4067458786,-74.0073827506,18.4182443142"
753,-74.0188811862742,18.40099666075011,-74.00738275063746,18.41249509638684,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.4009966608,-74.0073827506,18.4124950964"
754,-74.0188811862742,18.395247442931744,-74.00738275063746,18.406745878568476,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3952474429,-74.0073827506,18.4067458786"
755,-74.0188811862742,18.389498225113382,-74.00738275063746,18.40099666075011,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0188811863,18.3894982251,-74.0073827506,18.4009966608"
756,-74.0188811862742,18.383749007295016,-74.00738275063746,18.395247442931748,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3837490073,-74.0073827506,18.3952474429"
757,-74.0188811862742,18.37799978947665,-74.00738275063746,18.389498225113382,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3779997895,-74.0073827506,18.3894982251"
758,-74.0188811862742,18.372250571658284,-74.00738275063746,18.383749007295016,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3722505717,-74.0073827506,18.3837490073"
759,-74.0188811862742,18.36650135383992,-74.00738275063746,18.37799978947665,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3665013538,-74.0073827506,18.3779997895"
760,-74.0188811862742,18.360752136021556,-74.00738275063746,18.372250571658288,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3607521360,-74.0073827506,18.3722505717"
761,-74.0188811862742,18.35500291820319,-74.00738275063746,18.366501353839922,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3550029182,-74.0073827506,18.3665013538"
762,-74.0188811862742,18.349253700384825,-74.00738275063746,18.360752136021556,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3492537004,-74.0073827506,18.3607521360"
763,-74.0188811862742,18.34350448256646,-74.00738275063746,18.35500291820319,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3435044826,-74.0073827506,18.3550029182"
764,-74.0188811862742,18.337755264748097,-74.00738275063746,18.34925370038483,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3377552647,-74.0073827506,18.3492537004"
765,-74.0188811862742,18.33200604692973,-74.00738275063746,18.343504482566463,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3320060469,-74.0073827506,18.3435044826"
766,-74.0188811862742,18.326256829111365,-74.00738275063746,18.337755264748097,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3262568291,-74.0073827506,18.3377552647"
767,-74.0188811862742,18.314758393474637,-74.00738275063746,18.32625682911137,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3147583935,-74.0073827506,18.3262568291"
768,-74.0188811862742,18.30900917565627,-74.00738275063746,18.320507611293003,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.3090091757,-74.0073827506,18.3205076113"
769,-74.0188811862742,18.29751074001954,-74.00738275063746,18.30900917565627,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.2975107400,-74.0073827506,18.3090091757"
770,-74.0188811862742,18.291761522201178,-74.00738275063746,18.303259957837906,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0188811863,18.2917615222,-74.0073827506,18.3032599578"
771,-74.0188811862742,18.286012304382812,-74.00738275063746,18.297510740019543,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0188811863,18.2860123044,-74.0073827506,18.2975107400"
772,-74.0188811862742,18.268764650927718,-74.00738275063746,18.280263086564446,8.98315284120114e-05,-8.983152841192748e-05,14,8,test,"-74.0188811863,18.2687646509,-74.0073827506,18.2802630866"
773,-74.0188811862742,18.263015433109352,-74.00738275063746,18.274513868746084,8.98315284120114e-05,-8.983152841195546e-05,14,8,test,"-74.0188811863,18.2630154331,-74.0073827506,18.2745138687"
774,-74.0188811862742,18.257266215290986,-74.00738275063746,18.268764650927718,8.98315284120114e-05,-8.983152841195546e-05,14,8,test,"-74.0188811863,18.2572662153,-74.0073827506,18.2687646509"
775,-74.0188811862742,18.25151699747262,-74.00738275063746,18.263015433109352,8.98315284120114e-05,-8.983152841195546e-05,14,8,test,"-74.0188811863,18.2515169975,-74.0073827506,18.2630154331"
776,-74.01313196845582,18.561974759664327,-74.0016335328191,18.57347319530106,8.983152841189951e-05,-8.983152841195546e-05,15,4,val,"-74.0131319685,18.5619747597,-74.0016335328,18.5734731953"
777,-74.01313196845582,18.556225541845965,-74.0016335328191,18.567723977482693,8.983152841189951e-05,-8.983152841192748e-05,15,4,val,"-74.0131319685,18.5562255418,-74.0016335328,18.5677239775"
778,-74.01313196845582,18.41249509638684,-74.0016335328191,18.42399353202357,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0131319685,18.4124950964,-74.0016335328,18.4239935320"
779,-74.01313196845582,18.406745878568476,-74.0016335328191,18.418244314205207,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.4067458786,-74.0016335328,18.4182443142"
780,-74.01313196845582,18.40099666075011,-74.0016335328191,18.41249509638684,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.4009966608,-74.0016335328,18.4124950964"
781,-74.01313196845582,18.395247442931744,-74.0016335328191,18.406745878568476,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.3952474429,-74.0016335328,18.4067458786"
782,-74.01313196845582,18.389498225113382,-74.0016335328191,18.40099666075011,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0131319685,18.3894982251,-74.0016335328,18.4009966608"
783,-74.01313196845582,18.383749007295016,-74.0016335328191,18.395247442931748,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.3837490073,-74.0016335328,18.3952474429"
784,-74.01313196845582,18.37799978947665,-74.0016335328191,18.389498225113382,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.3779997895,-74.0016335328,18.3894982251"
785,-74.01313196845582,18.372250571658284,-74.0016335328191,18.383749007295016,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.3722505717,-74.0016335328,18.3837490073"
786,-74.01313196845582,18.36650135383992,-74.0016335328191,18.37799978947665,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.3665013538,-74.0016335328,18.3779997895"
787,-74.01313196845582,18.360752136021556,-74.0016335328191,18.372250571658288,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.3607521360,-74.0016335328,18.3722505717"
788,-74.01313196845582,18.35500291820319,-74.0016335328191,18.366501353839922,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.3550029182,-74.0016335328,18.3665013538"
789,-74.01313196845582,18.349253700384825,-74.0016335328191,18.360752136021556,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.3492537004,-74.0016335328,18.3607521360"
790,-74.01313196845582,18.34350448256646,-74.0016335328191,18.35500291820319,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.3435044826,-74.0016335328,18.3550029182"
791,-74.01313196845582,18.337755264748097,-74.0016335328191,18.34925370038483,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.3377552647,-74.0016335328,18.3492537004"
792,-74.01313196845582,18.33200604692973,-74.0016335328191,18.343504482566463,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.3320060469,-74.0016335328,18.3435044826"
793,-74.01313196845582,18.326256829111365,-74.0016335328191,18.337755264748097,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.3262568291,-74.0016335328,18.3377552647"
794,-74.01313196845582,18.29751074001954,-74.0016335328191,18.30900917565627,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.2975107400,-74.0016335328,18.3090091757"
795,-74.01313196845582,18.291761522201178,-74.0016335328191,18.303259957837906,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0131319685,18.2917615222,-74.0016335328,18.3032599578"
796,-74.01313196845582,18.286012304382812,-74.0016335328191,18.297510740019543,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0131319685,18.2860123044,-74.0016335328,18.2975107400"
797,-74.00738275063746,18.4354919676603,-73.99588431500074,18.44699040329703,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0073827506,18.4354919677,-73.9958843150,18.4469904033"
798,-74.00738275063746,18.429742749841935,-73.99588431500074,18.441241185478667,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.4297427498,-73.9958843150,18.4412411855"
799,-74.00738275063746,18.42399353202357,-73.99588431500074,18.4354919676603,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.4239935320,-73.9958843150,18.4354919677"
800,-74.00738275063746,18.418244314205204,-73.99588431500074,18.429742749841935,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.4182443142,-73.9958843150,18.4297427498"
801,-74.00738275063746,18.41249509638684,-73.99588431500074,18.42399353202357,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0073827506,18.4124950964,-73.9958843150,18.4239935320"
802,-74.00738275063746,18.406745878568476,-73.99588431500074,18.418244314205207,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.4067458786,-73.9958843150,18.4182443142"
803,-74.00738275063746,18.40099666075011,-73.99588431500074,18.41249509638684,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.4009966608,-73.9958843150,18.4124950964"
804,-74.00738275063746,18.395247442931744,-73.99588431500074,18.406745878568476,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.3952474429,-73.9958843150,18.4067458786"
805,-74.00738275063746,18.389498225113382,-73.99588431500074,18.40099666075011,8.983152841189951e-05,-8.983152841192748e-05,3,1269,train,"-74.0073827506,18.3894982251,-73.9958843150,18.4009966608"
806,-74.00738275063746,18.383749007295016,-73.99588431500074,18.395247442931748,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.3837490073,-73.9958843150,18.3952474429"
807,-74.00738275063746,18.37799978947665,-73.99588431500074,18.389498225113382,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.3779997895,-73.9958843150,18.3894982251"
808,-74.00738275063746,18.372250571658284,-73.99588431500074,18.383749007295016,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.3722505717,-73.9958843150,18.3837490073"
809,-74.00738275063746,18.36650135383992,-73.99588431500074,18.37799978947665,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.3665013538,-73.9958843150,18.3779997895"
810,-74.00738275063746,18.360752136021556,-73.99588431500074,18.372250571658288,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.3607521360,-73.9958843150,18.3722505717"
811,-74.00738275063746,18.35500291820319,-73.99588431500074,18.366501353839922,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.3550029182,-73.9958843150,18.3665013538"
812,-74.00738275063746,18.349253700384825,-73.99588431500074,18.360752136021556,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.3492537004,-73.9958843150,18.3607521360"
813,-74.00738275063746,18.34350448256646,-73.99588431500074,18.35500291820319,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.3435044826,-73.9958843150,18.3550029182"
814,-74.00738275063746,18.337755264748097,-73.99588431500074,18.34925370038483,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.3377552647,-73.9958843150,18.3492537004"
815,-74.00738275063746,18.33200604692973,-73.99588431500074,18.343504482566463,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.3320060469,-73.9958843150,18.3435044826"
816,-74.00738275063746,18.326256829111365,-73.99588431500074,18.337755264748097,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.3262568291,-73.9958843150,18.3377552647"
817,-74.00738275063746,18.320507611293,-73.99588431500074,18.33200604692973,8.983152841189951e-05,-8.983152841195546e-05,3,1269,train,"-74.0073827506,18.3205076113,-73.9958843150,18.3320060469"
818,-74.0016335328191,18.4354919676603,-73.99013509718236,18.44699040329703,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0016335328,18.4354919677,-73.9901350972,18.4469904033"
819,-74.0016335328191,18.429742749841935,-73.99013509718236,18.441241185478667,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.4297427498,-73.9901350972,18.4412411855"
820,-74.0016335328191,18.42399353202357,-73.99013509718236,18.4354919676603,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.4239935320,-73.9901350972,18.4354919677"
821,-74.0016335328191,18.418244314205204,-73.99013509718236,18.429742749841935,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.4182443142,-73.9901350972,18.4297427498"
822,-74.0016335328191,18.41249509638684,-73.99013509718236,18.42399353202357,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0016335328,18.4124950964,-73.9901350972,18.4239935320"
823,-74.0016335328191,18.406745878568476,-73.99013509718236,18.418244314205207,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.4067458786,-73.9901350972,18.4182443142"
824,-74.0016335328191,18.40099666075011,-73.99013509718236,18.41249509638684,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.4009966608,-73.9901350972,18.4124950964"
825,-74.0016335328191,18.395247442931744,-73.99013509718236,18.406745878568476,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3952474429,-73.9901350972,18.4067458786"
826,-74.0016335328191,18.389498225113382,-73.99013509718236,18.40099666075011,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-74.0016335328,18.3894982251,-73.9901350972,18.4009966608"
827,-74.0016335328191,18.383749007295016,-73.99013509718236,18.395247442931748,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3837490073,-73.9901350972,18.3952474429"
828,-74.0016335328191,18.37799978947665,-73.99013509718236,18.389498225113382,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3779997895,-73.9901350972,18.3894982251"
829,-74.0016335328191,18.372250571658284,-73.99013509718236,18.383749007295016,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3722505717,-73.9901350972,18.3837490073"
830,-74.0016335328191,18.36650135383992,-73.99013509718236,18.37799978947665,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3665013538,-73.9901350972,18.3779997895"
831,-74.0016335328191,18.360752136021556,-73.99013509718236,18.372250571658288,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3607521360,-73.9901350972,18.3722505717"
832,-74.0016335328191,18.35500291820319,-73.99013509718236,18.366501353839922,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3550029182,-73.9901350972,18.3665013538"
833,-74.0016335328191,18.349253700384825,-73.99013509718236,18.360752136021556,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3492537004,-73.9901350972,18.3607521360"
834,-74.0016335328191,18.34350448256646,-73.99013509718236,18.35500291820319,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3435044826,-73.9901350972,18.3550029182"
835,-74.0016335328191,18.337755264748097,-73.99013509718236,18.34925370038483,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3377552647,-73.9901350972,18.3492537004"
836,-74.0016335328191,18.33200604692973,-73.99013509718236,18.343504482566463,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3320060469,-73.9901350972,18.3435044826"
837,-74.0016335328191,18.326256829111365,-73.99013509718236,18.337755264748097,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3262568291,-73.9901350972,18.3377552647"
838,-74.0016335328191,18.320507611293,-73.99013509718236,18.33200604692973,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3205076113,-73.9901350972,18.3320060469"
839,-74.0016335328191,18.314758393474637,-73.99013509718236,18.32625682911137,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3147583935,-73.9901350972,18.3262568291"
840,-74.0016335328191,18.30900917565627,-73.99013509718236,18.320507611293003,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-74.0016335328,18.3090091757,-73.9901350972,18.3205076113"
841,-74.0016335328191,18.22852012619916,-73.99013509718236,18.240018561835893,8.98315284120114e-05,-8.983152841195546e-05,16,9,val,"-74.0016335328,18.2285201262,-73.9901350972,18.2400185618"
842,-74.0016335328191,18.222770908380795,-73.99013509718236,18.234269344017527,8.98315284120114e-05,-8.983152841195546e-05,16,9,val,"-74.0016335328,18.2227709084,-73.9901350972,18.2342693440"
843,-74.0016335328191,18.188275601470608,-73.99013509718236,18.19977403710734,8.98315284120114e-05,-8.983152841195546e-05,17,5,test,"-74.0016335328,18.1882756015,-73.9901350972,18.1997740371"
844,-73.99588431500074,18.429742749841935,-73.984385879364,18.441241185478667,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.4297427498,-73.9843858794,18.4412411855"
845,-73.99588431500074,18.406745878568476,-73.984385879364,18.418244314205207,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.4067458786,-73.9843858794,18.4182443142"
846,-73.99588431500074,18.40099666075011,-73.984385879364,18.41249509638684,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.4009966608,-73.9843858794,18.4124950964"
847,-73.99588431500074,18.395247442931744,-73.984385879364,18.406745878568476,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3952474429,-73.9843858794,18.4067458786"
848,-73.99588431500074,18.389498225113382,-73.984385879364,18.40099666075011,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-73.9958843150,18.3894982251,-73.9843858794,18.4009966608"
849,-73.99588431500074,18.383749007295016,-73.984385879364,18.395247442931748,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3837490073,-73.9843858794,18.3952474429"
850,-73.99588431500074,18.37799978947665,-73.984385879364,18.389498225113382,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3779997895,-73.9843858794,18.3894982251"
851,-73.99588431500074,18.372250571658284,-73.984385879364,18.383749007295016,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3722505717,-73.9843858794,18.3837490073"
852,-73.99588431500074,18.36650135383992,-73.984385879364,18.37799978947665,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3665013538,-73.9843858794,18.3779997895"
853,-73.99588431500074,18.360752136021556,-73.984385879364,18.372250571658288,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3607521360,-73.9843858794,18.3722505717"
854,-73.99588431500074,18.35500291820319,-73.984385879364,18.366501353839922,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3550029182,-73.9843858794,18.3665013538"
855,-73.99588431500074,18.349253700384825,-73.984385879364,18.360752136021556,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3492537004,-73.9843858794,18.3607521360"
856,-73.99588431500074,18.34350448256646,-73.984385879364,18.35500291820319,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3435044826,-73.9843858794,18.3550029182"
857,-73.99588431500074,18.337755264748097,-73.984385879364,18.34925370038483,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3377552647,-73.9843858794,18.3492537004"
858,-73.99588431500074,18.33200604692973,-73.984385879364,18.343504482566463,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3320060469,-73.9843858794,18.3435044826"
859,-73.99588431500074,18.326256829111365,-73.984385879364,18.337755264748097,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3262568291,-73.9843858794,18.3377552647"
860,-73.99588431500074,18.320507611293,-73.984385879364,18.33200604692973,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3205076113,-73.9843858794,18.3320060469"
861,-73.99588431500074,18.314758393474637,-73.984385879364,18.32625682911137,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3147583935,-73.9843858794,18.3262568291"
862,-73.99588431500074,18.30900917565627,-73.984385879364,18.320507611293003,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3090091757,-73.9843858794,18.3205076113"
863,-73.99588431500074,18.303259957837906,-73.984385879364,18.314758393474637,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9958843150,18.3032599578,-73.9843858794,18.3147583935"
864,-73.99588431500074,18.27451386874608,-73.984385879364,18.286012304382812,8.98315284120114e-05,-8.983152841195546e-05,18,4,val,"-73.9958843150,18.2745138687,-73.9843858794,18.2860123044"
865,-73.99588431500074,18.268764650927718,-73.984385879364,18.280263086564446,8.98315284120114e-05,-8.983152841192748e-05,18,4,val,"-73.9958843150,18.2687646509,-73.9843858794,18.2802630866"
866,-73.99588431500074,18.234269344017527,-73.984385879364,18.24576777965426,8.98315284120114e-05,-8.983152841195546e-05,16,9,val,"-73.9958843150,18.2342693440,-73.9843858794,18.2457677797"
867,-73.99588431500074,18.22852012619916,-73.984385879364,18.240018561835893,8.98315284120114e-05,-8.983152841195546e-05,16,9,val,"-73.9958843150,18.2285201262,-73.9843858794,18.2400185618"
868,-73.99588431500074,18.199774037107336,-73.984385879364,18.211272472744067,8.98315284120114e-05,-8.983152841195546e-05,17,5,test,"-73.9958843150,18.1997740371,-73.9843858794,18.2112724727"
869,-73.99588431500074,18.194024819288973,-73.984385879364,18.205523254925705,8.98315284120114e-05,-8.983152841195546e-05,17,5,test,"-73.9958843150,18.1940248193,-73.9843858794,18.2055232549"
870,-73.99013509718237,18.40099666075011,-73.97863666154564,18.41249509638684,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9901350972,18.4009966608,-73.9786366615,18.4124950964"
871,-73.99013509718237,18.395247442931744,-73.97863666154564,18.406745878568476,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9901350972,18.3952474429,-73.9786366615,18.4067458786"
872,-73.99013509718237,18.389498225113382,-73.97863666154564,18.40099666075011,8.98315284120114e-05,-8.983152841192748e-05,3,1269,train,"-73.9901350972,18.3894982251,-73.9786366615,18.4009966608"
873,-73.99013509718237,18.383749007295016,-73.97863666154564,18.395247442931748,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9901350972,18.3837490073,-73.9786366615,18.3952474429"
874,-73.99013509718237,18.37799978947665,-73.97863666154564,18.389498225113382,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9901350972,18.3779997895,-73.9786366615,18.3894982251"
875,-73.99013509718237,18.372250571658284,-73.97863666154564,18.383749007295016,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9901350972,18.3722505717,-73.9786366615,18.3837490073"
876,-73.99013509718237,18.36650135383992,-73.97863666154564,18.37799978947665,8.98315284120114e-05,-8.983152841195546e-05,3,1269,train,"-73.9901350972,18.3665013538,-73.9786366615,18.3779997895"
